"No","업체명 [ENTPNAME] ","제품명 [ITEMNAME] ","품목기준코드 [ITEMSEQ] ","문항1(효능) [EFCYQESITM] ","문항2(사용법) [USEMETHODQESITM] ","문항3(주의사항 경고) [ATPNWARNQESITM] ","문항4(주의사항) [ATPNQESITM] ","문항5(상호작용) [INTRCQESITM] ","문항6(부작용) [SEQESITM] ","문항7(보관법) [DEPOSITMETHODQESITM] ","공개일자 [OPENDE] ","수정일자 [UPDATEDE] ","낱알이미지 [ITEMIMAGE] ","사업자등록번호 [BIZRNO] ","rownum"
"3569","(주)씨엠지제약","콜드윈시럽","201901541","이 약은 감기의 제증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상은 1회 24 mL씩, 만 11세 이상~만 15세 미만은 1회 16 mL씩, 만 7세 이상~ 만 11세 미만은 1회 12 mL씩, 만 3세 이상~ 만 7세 미만은 1회 8 mL씩, 만 2세 이상~ 만 3세 미만은 1회 6 mL씩, 1일 3회 식후 30분에 복용합니다.필요한 경우는 취침시에 복용하는 것으로 하고 원칙적으로 복용간격은 4시간으로 하십시오.","매일 세잔 이상 정기적 음주자가 이 약 또는 다른 해열진통제를 복용할 때는 의사 또는 약사와 상의하십시오. 간손상을 일으킬 수 있습니다.매우 드물게 치명적일 수 있는 급성전신발진고름물집증, 스티븐스-존슨증후군, 독성표피괴사용해와 같은 중대한 피부반응이 보고되었고 이 약 복용 후 피부발진 또는 다른 과민반응의 징후가 나타나는 경우 즉시 복용을 중단하십시오.아세트아미노펜으로 일일 최대 용량(4,000 mg)을 초과하여 복용하지 마십시오. 간손상을 일으킬 수 있습니다. 아세트아미노펜을 포함하는 다른 제품과 함께 복용하지 마십시오.","이 약에 과민증 환자, 다른 해열진통제 또는 감기약 복용 시 천식 경험자, 만 3개월 미만의 영아(갓난아기), 수유부는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 수두 또는 인플루엔자에 감염되어 있거나 또는 의심되는 영아(갓난아기) 및 만 15세 미만의 어린이, 만 2세 미만의 소아, 알레르기 체질, 알레르기 증상(발열, 발진, 관절통, 천식, 가려움증 등) 경험자, 간장질환, 신장(콩팥)질환, 심장질환, 갑상선질환, 당뇨병, 고혈압, 위십이지장궤양, 녹내장(눈의 통증, 눈이 침침함 등), 배뇨(소변을 눔)곤란 등이 있는 사람, 고령자(노인), 몸이 약한 사람 또는 고열이 있는 사람, 속쓰림, 위부불쾌감, 위통과 같은 위장문제가 지속 혹은 재발되거나 궤양, 출혈문제, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 흡연, 천식, 만성 기관지염, 폐기종, 과도한 가래가 동반되는 기침, 1주 이상 지속 또는 재발되는 기침, 만성 기침, 발열·발진이나 지속적인 두통이 동반되는 기침 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.복용 후 졸음이 나타날 수 있으므로 운전 및 기계조작 시 주의하십시오.5~6회 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","MAO억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등), 진해(기침을 그치게 함)거담제(가래약), 다른 감기약, 해열진통제, 진정제, 항히스타민제를 함유하는 내복약(비염(코염)용 경구제, 멀미약, 알레르기용약), 디펜히드라민을 함유하는 제제(피부에 적용하는 제제 포함)과 함께 복용하지 마십시오.당뇨약, 통풍약, 관절염약, 항응고제, 스테로이드제 등, 바르비탈계 약물, 삼환계 항우울제 및 알코올을 투여한 환자는 의사 또는 약사와 상의하십시오.복용 중에는 음주하지 마십시오.","발진·발적(충혈되어 붉어짐), 가려움, 구역·구토, 식욕부진, 변비, 부종(부기), 배뇨(소변을 눔)곤란, 목마름(지속적이거나 심한), 어지러움, 불안, 떨림, 불면, 드물게 쇽 증상(복용 후 바로 두드러기, 부종(부기), 가슴답답함 등과 함께 안색이 창백하고, 손발이 차고, 식은땀, 숨쉬기 곤란함), 피부점막안증후군(스티븐스-존슨증후군), 독성표피괴사용해(리엘증후군)(고열을 동반하고 발진·발적, 화상과 같이 물집이 생기는 등의 심한 증상이 전신피부, 입이나 눈점막에 나타남), 천식, 간기능장애(전신의 나른함, 황달 등), 간질성폐렴(기침을 동반하고, 숨이 차고, 호흡곤란, 발열 등) 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2024-12-31 00:00:00","2024-12-20","","1348171976","3569"
"3570","미래바이오제약(주)","보위황정","201901578","이 약은 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림에 사용합니다.","만 15세 이상 및 성인은 1회 5정을 1일 3회 식간 및 취침시 복용합니다.복용간격은 4시간 이상으로 합니다.","","만 7세 이하의 어린이,?갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 신장장애 환자, 나트륨?제한?식이를?하는?사람은 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.","","변비, 설사 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관 하십시오.","2025-01-31 00:00:00","2025-01-16","","1258139744","3570"
"3571","(주)한국파비스제약","릴리애정","201901551","이 약은 피임에 사용합니다.","1일 1정씩 21일간 복용하고, 7일간 휴약한 후 새로운 포장을 복용합니다.정제는 매일 대략 같은 시간에, 물과 함께, 포장에 표시된 순서대로 복용합니다.7일의 휴약기간 동안 소퇴성 출혈이 나타나는데, 대개 정제의 마지막 복용 후 2~3일 내에 시작되며, 새로운 포장을 시작하기 전에 월경이 끝나지 않을 수도 있습니다.자세한 사항은 허가사항 상세정보를 참고하십시오.","혈전증과 같은 심각한 심혈관계 위험이 증가할 수 있어 경구피임제를 복용하는 여성은 흡연을 삼갑니다. 35세 이상 흡연자는 이 약을 복용하지 마십시오.","이 약에 과민증 환자,?정맥 혈전증,?동맥혈전,?혈전증 전구증상,?활성화 C 단백 (APC) 저항성, 항트롬빈-III 결핍, 단백질 C 결핍, 단백질 S 결핍, 호모시스테인과다혈증, 항인지질 항체와 같은 정맥 또는 동맥혈전증의 소인이 있는 환자, 편두통,?당뇨병, 중증고지혈증, 고지단백혈증 및 포르피린증 등의 중증대사장애 환자,?움직이지 못하는 상태가 오래 지속되는 대수술,?중증 과중성지방혈증으로 인한 췌장염,?중증 간질환,?종양(간종양, 뇌하수체종양), 성스테로이드로 인한 악성종양(생식기나 유방에), 진단되지 않은 질 출혈,?임부 또는 임신하고 있을 가능성이 있는 여성,?임신 중 지속적인 가려움, 임신포진, 유천포창(類天疱瘡) 또는 이경화증,?C형 간염 직접 작용?항바이러스제?투여 환자,?선천성 또는 후천성 과응고병증?환자,?35세 이상 흡연자,?갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?흡연자,?고혈압,?비만자,?40세 이상의 여성, 간질환자,?동맥질환,?전신성홍반성루푸스 환자,?유방암 경험자,?우울증,?심·신부전 환자,?비전형적 과다증식된 유선병증 환자,?유방결절 경험자,?심장판막질환, 동맥세동 환자,?고지혈증 경험자,?담낭질환 및 담석증 경험자,?자궁내막증?천식 또는 기미 환자,?말초혈액순환장애,?당뇨병 환자는 의사 또는 약사와 상의하십시오.이 약은 HIV감염(에이즈) 및 다른 성병의 예방 기능은 없습니다.심한 위장관계 질환이 있는 경우, 흡수가 불완전할 수 있으므로 부가적인 피임법을 사용하십시오.","C형 간염 직접 작용 항바이러스제, 페니토인, 히단토인, 바르비탈계 약물, 프리미돈, 카르바마제핀, 리팜피신, 리파부틴, 옥스카르바제핀, 토피라메이트, 펠바메이트,?그리세오풀빈, 루피나미드, 아프레피탄트, 일부 HIV 프로테아제 저해제(예 : 리토나비르),비뉴클레오시드유사체 역전사효소억제제(에파비렌즈), 성요한풀 함유 제품 및 자몽주스와?함께 복용하지 마십시오.상세한 상호작용 약물은 허가사항 상세정보를 확인하십시오.","혈전성정맥염, 혈전증, 정맥성혈전색전증, 동맥성혈전색전증, 뇌졸중, 뇌출혈, 뇌혈전증, 심근경색, 폐색전증, 혈압상승, 정맥류악화 등이?나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.비뇨생식기계 증상(월경외출혈, 월경량 변화 및 무월경 등), 유방 증상(유방긴장감 및 확대, 유루증, 유방통 등), 소화기계 증상(구역, 구토, 복부팽만감, 간장애 등), 중추신경계 증상(두통, 편두통, 우울증, 어지러움 등), 피부 증상(기미, 여드름, 다형성 홍반 등), 눈 증상(시각장애, 각막굴절변화 등), 청각장애, 대사 증상(나트륨 및 체액저류 등), 체중변화, 식욕변화 등이 나타날 수 있습니다.상세한 이상반응은 허가사항 상세정보를 확인하십시오.","실온에서 보관하십시오.","2021-01-29 00:00:00","2021-01-29","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OguGOIGX0X","2838501407","3571"
"3572","구주제약(주)","더마굿크림","201901619","이 약은 2차 감염된 알레르기성 또는 염증성 피부질환 (습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진(피부스침증), 박탈피부염, 가려움, 건선(마른비늘증)), 1도 화상에 사용합니다.","1일 1~3회 환부(질환분위)에 적당량을 바릅니다.","","이 약에 과민증 환자, 스트렙토마이신, 카나마이신, 겐타마이신, 네오마이신 등 아미노글리코사이드계 항생물질 또는 바시트라신에 과민증 또는 경험자, 피부감염증(결핵, 매독, 칸디다증, 백선, 대상포진(물집), 단순포진(물집), 수두, 종두증, 옴, 사면발이), 고막천공(뚫림)이 있는 습진성 외이도(바깥귀길)염, 궤양(베체트병 제외), 제2도 심재성(드러나지 않는) 이상의 화상 및 동상, 입주위피부염, 보통여드름, 주사(딸기코) 환자는 이 약을 사용하지 마십시오.이 약을 사용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 유ㆍ소아는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.안(눈)과용으로 사용하지 마십시오.화장이나 면도 후?치료 이외의 목적으로 사용하지 마십시오.의사의 감독 없이 밀봉붕대법을 사용하지 마십시오.","","전염성 농가진(고름딱지증), 모낭염, 바이러스성 감염, 부스럼, 피부자극, 자통(찌름 통증), 발열, 작열감(화끈감), 가려움, 발진, 발적(충혈되어 붉어짐), 홍조, 부종, 구진, 소수포(물집), 피부건조, 농포(고름물집)성피부염, 땀띠, 상처 악화, 욕창, 농포(고름물집)증, 과민증, 피부변색, 다모(털과다)증, 여드름상발진, 색소침착저하증, 입주위피부염, 알레르기성접촉피부염, 피부짓무름, 2차감염, 피부위축, 줄무늬, 안검피부에 사용 시 안압 상승, 녹내장(시야흐림) 등이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-01-29 00:00:00","2021-01-29","","1248136268","3572"
"3573","원광제약(주)","하니동전파스플라스타","201901623","이 약은 삠, 타박상, 근육통, 관절통, 요통, 어깨결림, 신경통, 류마티스통증의 진통?소염에 사용합니다.","1일 1매~수매를 환부에 붙입니다.환부가 땀 등으로 젖은 경우는 잘 닦아내고 붙입니다.","","30개월의 이하의 유아,?습진, 옻 등에 의한 피부염, 상처부위에는 이 약을 사용하지 마십시오.이 약을 사용하기 전에 약 또는 화장품에 알레르기 증상(발진, 발적, 가려움, 옻 등에 의한 피부염 등) 경험자, 알레르기 체질,?습윤이나 미란(짓무름)이 심한 환자, 소아는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.5~6일간 사용하여도 증상의 개선이 없을 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.이 약은 외용으로만 사용하십시오.첩부환부를 회로나 전기모포 등으로 따뜻하게 하지 마십시오.이 약을 붙이고 목욕할 때는 강한 자극을 느끼기 때문에 입욕 30분~1시간 전에 떼고 목욕합니다.","","발진, 발적, 가려움, 부종, 때때로 심한 가려움이나 통증 등이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-02-25 00:00:00","2023-12-06","","4038107268","3573"
"3574","정우신약(주)","알마테정(알마게이트)","201901656","이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.","성인 및 12세 이상의 소아는 1회 2정(1 g)을 1일 3회 식후 30분~1시간에 씹어서 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.","","이 약에 과민증 환자,?알츠하이머병, 치질, 체액저류(부기), 임신중독증, 설사, 진단되지 않은 소화기관출혈 환자는?이 약을?복용하지 마십시오.이 약을 복용하기 전에?신장애,?신체 허약자, 인 함량이 낮은 식이요법 실시자, 소화흡수장애가 있는 사람,?고령자,?혈액구토 또는 흑색대변 등과 같은 소화기관출혈 증상이 있는 환자, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는?의사 또는 약사와 상담하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.2주정도 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","이 약을 복용하는 동안 테트라사이클린계 항생제는 복용하지 마십시오.이 약을 복용하기 전에 비스테로이드소염(항염)진통제, 궤양치료제, 디기탈리스 제제, 클로르프로마진, 란소프라졸, 프레드니솔론, 페니실린, 퀴놀론, 철(Fe)염 제제, 살리실산염을 복용하는 환자는?의사 또는 약사와 상의하십시오.","변비, 설사?등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2025-03-31 00:00:00","2025-03-13","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs9y9","1048158517","3574"
"3575","동광제약(주)","알앤샷연질캡슐(세티리진염산염)","201901675","이 약은 계절성 및 다년성 알레르기성 비염(코염), 알레르기성 결막염, 만성 특발성(원인 불명의) 두드러기, 피부 소양증(가려움증)에 사용합니다.","성인 및 6세 이상의 소아는 1일 1회 1캡슐(10 mg)을 취침 전에 복용하고, 이상반응에 민감한 환자의 경우는 1/2캡슐(5 mg)씩을 아침, 저녁에 분할 복용합니다.연령, 증상에 따라 적절히 증감합니다.신장애 환자의 복용?간격은 환자의 신기능에 따라 조절되어야 하고, 신장애를 가진 소아 환자는 환자의 신 청소율과 체중을 고려하여 개별적으로 용량을 조절해야 하므로 자세한 사항은 허가사항을 참고하십시오.","","이 약 및?히드록시진 또는 피페라진 유도체에 과민증 환자, 신부전 환자, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 6세 미만의 유아는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 신장애, 간장애 환자, 노인,?간질 및 발작 위험성이 있는 환자,?소변고임의 선행요인(척수 병변, 전립선 비대증)이 있는 환자는 의사 또는 약사와 상의하십시오.","테오필린, 리토나비르와 함께?복용하지 마십시오.과량의 알코올과 함께 복용하지 마십시오.","졸음, 두통, 때때로 권태감, 마비감, 무력증, 초조, 감각이상, 드물게 가볍고 일시적인 나른함, 피로, 어지러움, 머리무거움, 흥분, 경련, 운동이상, 근육긴장이상, 실신, 떨림, 공격성, 혼돈, 우울, 환각, 불면증, 틱 장애, 기억상실, 기억장애, 자살관념, 악몽, 때때로 목마름, 입술건조감, 구역, 식욕부진, 위부불쾌감, 소화불량, 복통, 위통, 복부불쾌감, 설사, 드물게 구토, 위장장애, 입술염, 미각이상, 식욕증진, 드물게 빠른맥, 부정맥, 혈압상승, 때때로 두근거림,?혈관염, 때때로 백혈구 감소, 호중구 감소, 림프구 증가, 호산구 증가, 드물게 단구 증가, 혈소판 증가, 드물게 혈소판 감소,?광과민증, 드물게 과민성 쇼크, 때때로 부기, 가려움, 발진, 드물게 두드러기, 혈관신경성부종, 고정약물발진, 급성전신발진고름물집증, 드물게 흐린 시력, 결막충혈, 안조절 장애, 전후축의 안구운동,?현기증,?간기능 장애(때때로 AST, ALT, ALP, 총빌리루빈, γ-GTP, LDH의 상승), 황달, 때때로 BUN 상승, 당뇨, 피섞인 소변, 드물게 배뇨?곤란, 야뇨증, 소변고임, 관절통, 인두염, 기침, 코피, 기관지경련, 청력이상, 시각이상, 때때로 가슴통증, 드물게 월경불순, 귀울림, 비염, 체중 증가가?나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.이 약 투여 중단 후 가려움증, 두드러기가?나타날 수 있습니다.","실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-01-29 00:00:00","2021-10-01","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MiQk9lOBzv","2018644250","3575"
"3576","(주)비보존제약","듀오클로크림","201901708","이 약은 재발성 구순포진의 초기 치료에 사용합니다.","성인은 환부의 가장자리까지 충분히 적용할 수 있는 적당량으로 하여 1일 5회, 5일동안 사용합니다.이 약의 치료기간은 5일 이내로 제한합니다.치료는 초기증상 및 증후가 보이는 즉시 가능한 빨리 시작합니다.","","이 약에 과민증 환자,?피부감염증(결핵, 매독, 칸디다증, 백선, 대상포진, 수두, 종두증, 옴, 사면발이), 면역계의?손상(골수이식이나 AIDS) 환자, 고막 천공이 있는 습진성 외이도염, 궤양(베체트병 제외), 제2도 심재성 이상의 화상 및 동상, 입주위피부염, 보통여드름, 주사 환자, 수유부, 18세 미만의 소아, 심근경색 및 경험자는 이 약을 사용하지 마십시오.이 약을 사용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성, 고령자는?의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.입술이나 입주변의 구순포진에만 사용하고 눈, 코 입안 및 생식기에는 사용하지 마십시오.징후나 증상이 없는 사람에게는 사용하지 마십시오.타인으로의 감염이나 재발성 단순포진 감염증의 예방 목적으로 사용하지 마십시오.이 약물을 희석하거나 다른 약물을 혼합하기 위한 기제로 사용하지 마십시오.","프로베네시드와 함께 사용 시 의사 또는 약사와 상담하십시오.","흔하게 건조감, 피부 벗겨짐, 때때로 일시적인 작열감, 저림, 드물게 홍반, 색소침착, 염증의 증상 및 증후를 포함하는 적용부위반응, 접촉성피부염 그리고 전염성 농가진, 모낭염, 칸디다증, 백선, 모낭염, 부스럼, 피부자극, 자통, 발열, 작열감, 발진, 발적, 홍조, 가려움, 피부건조, 농포성피부염, 알레르기성 접촉피부염, 땀띠, 한진, 상처악화, 욕창, 농포증, 안검피부에 사용 시 안압 상승, 녹내장(시야흐림, 시력장애) 등이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.전신 흡수로 인해 가역적인 쿠싱증후군, 과혈당증, 당뇨와 시력 장애 등이 나타날 수 있습니다.","실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-01-29 00:00:00","2021-10-01","","1248199564","3576"
"3577","지엘파마(주)","애크논크림","201901721","이 약은?여드름, 뾰루지에 사용합니다.","비누 등으로 세안 후 적당량을 1일 수회 환부(질환 부위)에 도포합니다.","","이 약에 과민증 환자, 눈 또는 눈 주위에는 이 약을 사용하지 마십시오.이 약을 사용하기 전에 약 또는 화장품에 알레르기 증상 경험자, 습윤이나 짓무름이 심한 환자는 의사 또는 약사와 상의하십시오.여드름, 뾰루지가 있는 부분에만 사용하고 주변의 넓은 부분이나 눈 주위, 깊은 상처와 심한 화상에는 사용하지 마십시오.눈에 들어가지 않도록 주의하고, 만일 눈에 들어갔을 경우 즉시 깨끗한 물로 씻어내십시오.이 약은 외용으로만 사용하십시오.정해진 용법과 용량을 잘 지키십시오.적용부위 이외의 피부에 닿지 않도록 주의하십시오.","","국소적인 피부자극감(발진, 가려움, 건조, 작열감, 자극감, 부기)이?나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-10-01 00:00:00","2021-10-01","","1238114470","3577"
"3578","지엘파마(주)","아세틸란캡슐(아세틸시스테인)","201901857","이 약은 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증의 질환에서?객담배출곤란에 사용합니다.","급성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 3회, 6~14세는 1회 1캡슐(200 mg)씩, 1일 2회 식전에 소량의 물과 함께 복용합니다.만성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 2회, 6~14세는 1회??1/2?캡슐(100 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.낭성섬유증에 6세 이상은 1회 1캡슐(200 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.","","이 약에 과민증 환자,?위?십이지장궤양,?2세 미만 영아, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 의사 또는 약사와 상담하십시오.","경구용 항생제(아목시실린, 세푸록심, 독시사이클린, 에리트로마이신, 티암페니콜)와?함께 복용 시 적어도 2시간?간격을 두고 복용하십시오.","드물게 구역, 구토, 구내염, 가슴쓰림, 설사, 두드러기, 가려움, 발진, 두통, 이명, 기관지경련(특히 천식 환자), 빈맥, 고혈압 등이 나타나는 경우?즉각 복용을 중지하고?의사 또는 약사와 상담하십시오.","실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-01-29 00:00:00","2021-01-29","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OIqL7qNESV","1238114470","3578"
"3579","지엘파마(주)","지엘아스피린장용정100밀리그램","201901869","이 약은 심근경색, 뇌경색, 불안정형 협심증에서 혈전 생성 억제와?관상동맥 우회술(CABG) 또는 경피경관 관상동맥 성형술(PTCA) 후 혈전 생성 억제와 고위험군환자(허혈성 심장질환의 가족력, 고혈압, 고콜레스테롤혈증, 비만, 당뇨 등 복합적 위험인자를 가진 환자)에서 심혈관계 위험성 감소에 사용합니다.","성인은 1회 1정, 1일 1회 복용합니다.이 약은 장용정이므로 충분한 물과 함께 식전에 복용할 수 있습니다.","","이 약 또는 다른 살리실산제제, 진통제, 소염제, 항류마티스제에 대한 과민증 환자,?소화성궤양,?아스피린천식 또는 경험자,?혈우병, 심한 간장애, 심한 신장애, 심한 심기능부전, 출혈경향, 일주일 동안 메토트렉세이트 15밀리그람(15 mg/주) 이상의 용량을 병용 투여하는 환자,?임신 3기에 해당하는 임부는 복용하지 마십시오.?임신 1기와 2기에는 반드시 필요한 경우가 아니라면?이 약을 복용하지 마십시오.이 약을 사용하기 전에 신장애,?심혈관 순환기능이상(신혈관 질환, 울혈성 심부전, 체액감소, 큰 수술, 패혈증 또는 주요 출혈사고 등), 간장애, 심기능 이상, 기관지천식,?수술전의 환자,?3세 이하의 유아, 고령자,?포도당-6-인산염 탈수소효소(G6PD)결핍 환자, 레이증후군, 14세 이하의 수두 또는 인플루엔자 감염 환자,?통풍 환자는?의사 또는 약사와 상의하십시오.출혈의 위험이 있으므로 수술(치과수술 포함)을 하는 경우에는 의사에게 이 약을 복용하고 있음을 알리십시오.이 약의 장용피막을 파손하지 않도록 유의하십시오.","다른?비스테로이드성?소염진통제?및?살리실산?제제, 일주일 동안 메토트렉세이트 15밀리그람(15mg/주) 이상의 용량은?이 약과 병용 투여 시 출혈이 증가되거나 신기능이 감소될 수 있으므로 함께 사용하지 않습니다.항응고제,?이부프로펜, 나프록센 등 일부 비스테로이드성 소염진통제,?혈전용해제, 다른 혈소판응집억제제, 지혈제, 당뇨병치료제(인슐린제제, 톨부타미드 등), 요산배설촉진제(벤즈브로마론, 프로베네시드), 티아지드계 이뇨제, 리튬제제, 선택적 세포토닌 재흡수 억제제, 디곡신, 전신 작용 부신피질호르몬 제제(애디슨병 대체요법용 히드로코티손 제외), 안지오텐신 전환 효소 억제제, 발프로산 제제를 복용하는 사람은 의사 또는 약사와 상의하십시오.알칼리제제(예: 탄산수소나트륨, 탄산마그네슘) 또는 습기가 차기 쉬운 제제와 함께 섞지 마십시오.알코올과 병용 투여 시 위장관 점막 손상이 증가하고, 이 약과 알코올의 상승효과로 인해 출혈시간이 연장될 수 있습니다.","쇽?증상(예: 호흡곤란, 전신조홍, 혈관부종, 두드러기), 천식발작, 과민증(홍반, 간지러움, 코막힘, 심장-호흡기 장애, 때때로 발진, 부종, 두드러기, 비염양 증상, 결막염), 드물게 독성표피괴사용해(리엘증후군), 피부점막안증후군(스티븐스-존슨증후군), 박탈성피부염, 재생불량성빈혈, 빈혈, 백혈구감소, 혈소판감소, 혈소판기능 저하(출혈시간의 지연), 귀에서 소리가 남, 귀 먹음, 어지러움, 두통, 흥분, 간장애, 매우 드물게?일시적인 간손상, 신장애, 급성신부전, 과호흡, 대사성 산증, 과도한 체온강하, 허탈, 사지냉각 등이 나타나는 경우?즉시?복용을 중지하고 의사 또는 약사와 상의하십시오.식욕부진, 가슴쓰림, 위통, 구역, 구토 등이 나타날 수 있습니다.","습기를 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-01-29 00:00:00","2021-10-01","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml1y5tPwb5","1238114470","3579"
"3580","한화제약(주)","람노스산(락토바실루스카제이변종람노수스)","201901949","이 약은 장내균총의 정상화에 의한 정장 및 설사증상의 개선에 사용합니다.","성인은 1일 2포(2 g)~8포(8 g), 2세 이상의 소아는 1일 1포(1 g)~4포(4 g)를 복용합니다.1회 투여용량을 식간에 음료 또는 우유와 함께 복용합니다.","","이 약에 과민증 환자,?갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 임신 중인 여성은 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.2일 동안 복용하여도 증상의 개선이 없을 경우 의사 또는 약사와 상의하십시오.설사로 인한 수분손실을 보충하기 위해, 염분 또는 당을 함유하고 있는 음료를 충분히 마십니다.","설사 시 식사를 계속하는 경우?생음식,?과일,?야채,?매운 음식, 냉동된 음식?또는?음료를 먹지 마십시오.","","습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.개봉 후에는 1개월 이내에 사용하십시오.","2021-10-01 00:00:00","2021-10-01","","1358104771","3580"
